Czas [ms]	 Przyspieszenie obudowy [m/s^2]	 Przyspieszenie eliminatora  [m/s^2]	Pr�dko�� obrotowa [obr/sek]
124134	9,750000	9,810000	0,000000
124140	9,730000	9,820000	0,000000
124147	9,700000	9,840000	0,000000
124154	9,730000	9,860000	0,000000
124162	9,730000	9,860000	0,000000
124168	9,780000	9,830000	0,000000
124175	9,730000	9,880000	0,000000
124182	9,720000	9,810000	0,000000
124188	9,760000	9,860000	0,000000
124195	9,760000	9,830000	0,000000
124203	9,750000	9,810000	0,000000
124209	9,720000	9,840000	0,000000
124216	9,770000	9,860000	0,000000
124223	9,730000	9,820000	0,000000
124230	9,740000	9,840000	0,000000
124236	9,730000	9,820000	0,000000
124243	9,740000	9,840000	0,000000
124251	9,740000	9,830000	0,000000
124257	9,750000	9,840000	0,000000
124264	9,750000	9,800000	0,000000
124271	9,770000	9,830000	0,000000
124278	9,760000	9,870000	0,000000
124284	9,740000	9,850000	0,000000
124292	9,720000	9,840000	0,000000
124299	9,750000	9,830000	0,000000
124305	9,750000	9,820000	0,000000
124312	9,740000	9,820000	0,000000
124319	9,730000	9,830000	0,000000
124326	9,730000	9,810000	0,000000
124333	9,700000	9,870000	0,000000
124340	9,710000	9,860000	0,000000
124347	9,730000	9,810000	0,000000
124353	9,760000	9,810000	0,000000
124360	9,710000	9,850000	0,000000
124367	9,740000	9,850000	0,000000
124375	9,720000	9,860000	0,000000
124381	9,730000	9,820000	0,000000
124388	9,750000	9,840000	0,000000
124395	9,760000	9,790000	0,000000
124401	9,760000	9,850000	0,000000
124408	9,780000	9,870000	0,000000
124416	9,780000	9,830000	0,000000
124422	9,750000	9,830000	0,000000
124429	9,790000	9,820000	0,000000
124436	9,740000	9,820000	0,000000
124443	9,740000	9,830000	0,000000
124449	9,750000	9,850000	0,000000
124456	9,750000	9,820000	0,000000
124464	9,750000	9,820000	0,000000
124470	9,730000	9,840000	0,000000
124477	9,770000	9,850000	0,000000
124484	9,730000	9,830000	0,000000
124491	9,740000	9,830000	0,000000
124497	9,720000	9,860000	0,000000
124505	9,750000	9,840000	0,000000
124512	9,740000	9,830000	0,000000
124518	9,740000	9,810000	0,000000
124525	9,750000	9,820000	0,000000
124532	9,750000	9,840000	0,000000
124539	9,720000	9,830000	0,000000
124546	9,740000	9,810000	0,000000
124553	9,710000	9,850000	0,000000
124560	9,710000	9,800000	0,000000
124566	9,730000	9,800000	0,000000
124573	9,740000	9,820000	0,000000
124580	9,740000	9,780000	0,000000
124587	9,740000	9,850000	0,000000
124594	9,740000	9,820000	0,000000
124601	9,720000	9,840000	0,000000
124608	9,740000	9,820000	0,000000
124614	9,730000	9,850000	0,000000
124621	9,740000	9,830000	0,000000
124628	9,750000	9,810000	0,000000
124635	9,720000	9,830000	0,000000
124642	9,720000	9,830000	0,000000
124649	9,720000	9,820000	0,000000
124656	9,760000	9,840000	0,000000
124662	9,720000	9,830000	0,000000
124669	9,750000	9,850000	0,000000
124677	9,720000	9,840000	0,000000
124683	9,730000	9,860000	0,000000
124690	9,760000	9,810000	0,000000
124697	9,740000	9,870000	0,000000
124704	9,740000	9,840000	0,000000
124710	9,720000	9,820000	0,000000
124718	9,740000	9,830000	0,000000
124725	9,740000	9,810000	0,000000
124731	9,740000	9,830000	0,000000
124738	9,750000	9,820000	0,000000
124745	9,790000	9,830000	0,000000
124751	9,780000	9,830000	0,000000
124759	9,770000	9,850000	0,000000
124766	9,730000	9,830000	0,000000
124773	9,770000	9,820000	0,000000
124779	9,750000	9,830000	0,000000
124786	9,750000	9,850000	0,000000
124793	9,740000	9,830000	0,000000
124800	9,720000	9,830000	0,000000
124807	9,740000	9,870000	0,000000
124814	9,730000	9,840000	0,000000
124821	9,780000	9,820000	0,000000
124827	9,740000	9,840000	0,000000
124834	9,730000	9,830000	0,000000
124841	9,730000	9,840000	0,000000
124848	9,740000	9,820000	0,000000
124855	9,730000	9,850000	0,000000
124862	9,720000	9,840000	0,000000
124868	9,730000	9,860000	0,000000
124875	9,750000	9,810000	0,000000
124882	9,750000	9,800000	0,000000
124890	9,760000	9,830000	0,000000
124896	9,740000	9,790000	0,000000
124903	9,730000	9,800000	0,000000
124910	9,700000	9,800000	0,000000
124916	9,740000	9,810000	0,000000
124923	9,740000	9,860000	0,000000
124931	9,710000	9,840000	0,000000
124938	9,730000	9,830000	0,000000
124944	9,750000	9,810000	0,000000
124951	9,750000	9,820000	0,000000
124958	9,730000	9,850000	0,000000
124964	9,750000	9,870000	0,000000
124972	9,750000	9,830000	0,000000
124979	9,740000	9,820000	0,000000
124986	9,730000	9,840000	0,000000
124992	9,740000	9,820000	0,000000
124999	9,740000	9,840000	0,000000
125006	9,770000	9,820000	0,000000
125012	9,710000	9,820000	0,000000
125020	9,760000	9,850000	0,000000
125027	9,750000	9,830000	0,000000
125034	9,720000	9,830000	0,000000
125040	9,760000	9,850000	0,000000
125047	9,770000	9,830000	0,000000
125054	9,730000	9,840000	0,000000
125061	9,720000	9,840000	0,000000
125068	9,700000	9,810000	0,000000
125075	9,740000	9,850000	0,000000
125081	9,730000	9,850000	0,000000
125088	9,750000	9,830000	0,000000
125095	9,750000	9,830000	0,000000
125103	9,750000	9,820000	0,000000
125109	9,720000	9,820000	0,000000
125116	9,730000	9,830000	0,000000
125123	9,740000	9,840000	0,000000
125129	9,750000	9,860000	0,000000
125136	9,740000	9,840000	0,000000
125144	9,730000	9,840000	0,000000
125151	9,740000	9,840000	0,000000
125157	9,710000	9,840000	0,000000
125164	9,710000	9,820000	0,000000
125171	9,710000	9,840000	0,000000
125177	9,720000	9,850000	0,000000
125185	9,760000	9,800000	0,000000
125192	9,760000	9,820000	0,000000
125199	9,750000	9,870000	0,000000
125205	9,740000	9,850000	0,000000
125212	9,720000	9,810000	0,000000
125219	9,720000	9,810000	0,000000
125225	9,700000	9,830000	0,000000
125233	9,760000	9,850000	0,000000
125240	9,740000	9,830000	0,000000
125246	9,760000	9,830000	0,000000
125253	9,740000	9,840000	0,000000
125260	9,740000	9,820000	0,000000
125267	9,720000	9,880000	0,000000
125274	9,720000	9,830000	0,000000
125281	9,760000	9,810000	0,000000
125288	9,760000	9,840000	0,000000
125294	9,730000	9,820000	0,000000
125301	9,740000	9,830000	0,000000
125308	9,710000	9,810000	0,000000
125316	9,740000	9,770000	0,000000
125322	9,760000	9,820000	0,000000
125329	9,730000	9,810000	0,000000
125336	9,750000	9,860000	0,000000
125342	9,770000	9,840000	0,000000
125349	9,750000	9,840000	0,000000
125357	9,750000	9,860000	0,000000
125364	9,750000	9,810000	0,000000
125370	9,750000	9,850000	0,000000
125377	9,760000	9,840000	0,000000
125384	9,750000	9,850000	0,000000
125390	9,740000	9,840000	0,000000
125398	9,740000	9,820000	0,000000
125405	9,750000	9,840000	0,000000
125412	9,730000	9,820000	0,000000
125418	9,750000	9,840000	0,000000
125425	9,740000	9,830000	0,000000
125432	9,740000	9,820000	0,000000
125438	9,770000	9,840000	0,000000
125446	9,790000	9,830000	0,000000
125453	9,740000	9,840000	0,000000
125459	9,740000	9,820000	0,000000
125466	9,730000	9,830000	0,000000
125473	9,760000	9,820000	0,000000
125480	9,750000	9,820000	0,000000
125487	9,750000	9,840000	0,000000
125494	9,750000	9,830000	0,000000
125501	9,750000	9,860000	0,000000
125507	9,760000	9,830000	0,000000
125514	9,720000	9,800000	0,000000
125521	9,740000	9,830000	0,000000
125529	9,710000	9,820000	0,000000
125535	9,750000	9,860000	0,000000
125542	9,750000	9,810000	0,000000
125549	9,760000	9,840000	0,000000
125555	9,740000	9,840000	0,000000
125562	9,770000	9,840000	0,000000
125570	9,760000	9,860000	0,000000
125577	9,740000	9,840000	0,000000
125583	9,750000	9,830000	0,000000
125590	9,760000	9,850000	0,000000
125597	9,720000	9,830000	0,000000
125603	9,760000	9,860000	0,000000
125611	9,730000	9,840000	0,000000
125618	9,740000	9,860000	0,000000
125625	9,740000	9,840000	0,000000
125631	9,720000	9,830000	0,000000
125638	9,750000	9,850000	0,000000
125645	9,780000	9,850000	0,000000
125651	9,750000	9,850000	0,000000
125659	9,740000	9,840000	0,000000
125666	9,740000	9,830000	0,000000
125672	9,720000	9,820000	0,000000
125679	9,720000	9,850000	0,000000
125686	9,700000	9,850000	0,000000
125693	9,730000	9,840000	0,000000
125700	9,740000	9,830000	0,000000
125707	9,740000	9,810000	0,000000
125714	9,740000	9,840000	0,000000
125720	9,730000	9,860000	0,000000
125727	9,740000	9,820000	0,000000
125734	9,740000	9,850000	0,000000
125742	9,720000	9,850000	0,000000
125748	9,740000	9,800000	0,000000
125755	9,720000	9,810000	0,000000
125762	9,730000	9,800000	0,000000
125768	9,760000	9,830000	0,000000
125775	9,750000	9,870000	0,000000
125783	9,730000	9,850000	0,000000
125790	9,740000	9,830000	0,000000
125796	9,770000	9,820000	0,000000
125803	9,740000	9,850000	0,000000
125810	9,740000	9,850000	0,000000
125816	9,740000	9,820000	0,000000
125824	9,730000	9,840000	0,000000
125831	9,720000	9,840000	0,000000
125837	9,750000	9,830000	0,000000
125844	9,750000	9,780000	0,000000
125851	9,740000	9,820000	0,000000
125858	9,730000	9,800000	0,000000
125864	9,750000	9,840000	0,000000
125872	9,740000	9,820000	0,000000
125879	9,710000	9,860000	0,000000
125885	9,770000	9,810000	0,000000
125892	9,760000	9,820000	0,000000
125899	9,730000	9,820000	0,000000
125906	9,730000	9,860000	0,000000
125913	9,730000	9,820000	0,000000
125920	9,740000	9,840000	0,000000
125927	9,690000	9,820000	0,000000
125933	9,730000	9,830000	0,000000
125940	9,730000	9,800000	0,000000
125947	9,740000	9,840000	0,000000
125955	9,740000	9,860000	0,000000
125961	9,740000	9,820000	0,000000
125968	9,750000	9,810000	0,000000
125975	9,750000	9,840000	0,000000
125981	9,740000	9,830000	0,000000
125988	9,730000	9,810000	0,000000
125996	9,750000	9,830000	0,000000
126002	9,730000	9,850000	0,000000
126009	9,750000	9,860000	0,000000
126016	9,750000	9,850000	0,000000
126023	9,740000	9,810000	0,000000
126029	9,760000	9,820000	0,000000
126036	9,700000	9,830000	0,000000
126044	9,730000	9,850000	0,000000
126050	9,760000	9,820000	0,000000
126057	9,770000	9,840000	0,000000
126064	9,730000	9,850000	0,000000
126071	9,740000	9,830000	0,000000
126077	9,710000	9,820000	0,000000
126085	9,740000	9,850000	0,000000
126092	9,730000	9,800000	0,000000
126098	9,760000	9,840000	0,000000
126105	9,730000	9,860000	0,000000
126112	9,730000	9,820000	0,000000
126119	9,740000	9,830000	0,000000
126126	9,760000	9,880000	0,000000
126133	9,750000	9,760000	0,000000
126140	9,740000	9,830000	0,000000
126146	9,770000	9,800000	0,000000
126153	9,730000	9,820000	0,000000
126160	9,790000	9,840000	0,000000
126167	9,760000	9,890000	0,000000
126174	9,750000	9,860000	0,000000
126181	9,750000	9,810000	0,000000
126188	9,720000	9,810000	0,000000
126194	9,730000	9,830000	0,000000
126201	9,730000	9,840000	0,000000
126209	9,710000	9,860000	0,000000
126215	9,750000	9,840000	0,000000
126222	9,740000	9,840000	0,000000
126229	9,740000	9,840000	0,000000
126236	9,740000	9,850000	0,000000
126242	9,740000	9,830000	0,000000
126249	9,740000	9,840000	0,000000
126257	9,750000	9,830000	0,000000
126263	9,720000	9,790000	0,000000
126270	9,750000	9,830000	0,000000
126277	9,750000	9,840000	0,000000
126284	9,720000	9,870000	0,000000
126290	9,710000	9,840000	0,000000
126298	9,720000	9,820000	0,000000
126305	9,690000	9,830000	0,000000
126311	9,700000	9,830000	0,000000
126318	9,700000	9,850000	0,000000
126325	9,730000	9,840000	0,000000
126331	9,760000	9,830000	0,000000
126339	9,740000	9,840000	0,000000
126346	9,740000	9,850000	0,000000
126353	9,710000	9,820000	0,000000
126359	9,750000	9,840000	0,000000
126366	9,720000	9,830000	0,000000
126373	9,710000	9,840000	0,000000
126380	9,730000	9,850000	0,000000
126387	9,760000	9,830000	0,000000
126394	9,760000	9,810000	0,000000
126401	9,750000	9,840000	0,000000
126407	9,710000	9,790000	0,000000
126414	9,710000	9,780000	0,000000
126422	9,710000	9,840000	0,000000
126428	9,750000	9,780000	0,000000
126435	9,740000	9,840000	0,000000
126442	9,750000	9,830000	0,000000
126448	9,740000	9,840000	0,000000
126455	9,760000	9,840000	0,000000
126462	9,740000	9,820000	0,000000
126470	9,710000	9,810000	0,000000
126476	9,730000	9,830000	0,000000
126483	9,750000	9,850000	0,000000
126490	9,730000	9,850000	0,000000
126496	9,750000	9,840000	0,000000
126503	9,780000	9,880000	0,000000
126511	9,740000	9,860000	0,000000
126518	9,730000	9,880000	0,000000
126524	9,760000	9,850000	0,000000
126531	9,750000	9,830000	0,000000
126538	9,720000	9,820000	0,000000
126544	9,720000	9,830000	0,000000
126552	9,750000	9,830000	0,000000
126559	9,750000	9,860000	0,000000
126566	9,740000	9,860000	0,000000
126572	9,750000	9,840000	0,000000
126579	9,740000	9,850000	0,000000
126586	9,730000	9,820000	0,000000
126593	9,730000	9,820000	0,000000
126600	9,720000	9,800000	0,000000
126607	9,730000	9,800000	0,000000
126614	9,740000	9,840000	0,000000
126620	9,730000	9,870000	0,000000
126627	9,730000	9,860000	0,000000
126635	9,710000	9,840000	0,000000
126641	9,720000	9,850000	0,000000
126648	9,720000	9,820000	0,000000
126655	9,720000	9,810000	0,000000
126661	9,730000	9,810000	0,000000
126668	9,760000	9,840000	0,000000
126675	9,720000	9,830000	0,000000
126683	9,750000	9,840000	0,000000
126689	9,720000	9,810000	0,000000
126696	9,730000	9,790000	0,000000
126703	9,760000	9,800000	0,000000
126709	9,750000	9,810000	0,000000
126716	9,730000	9,830000	0,000000
126724	9,760000	9,830000	0,000000
126731	9,760000	9,840000	0,000000
126737	9,750000	9,830000	0,000000
126744	9,730000	9,840000	0,000000
126751	9,750000	9,850000	0,000000
126757	9,750000	9,830000	0,000000
126765	9,740000	9,830000	0,000000
126772	9,740000	9,820000	0,000000
126779	9,740000	9,780000	0,000000
126785	9,710000	9,840000	0,000000
126792	9,720000	9,840000	0,000000
126799	9,750000	9,820000	0,000000
126806	9,720000	9,870000	0,000000
126813	9,730000	9,880000	0,000000
126820	9,750000	9,810000	0,000000
126827	9,730000	9,810000	0,000000
126833	9,740000	9,850000	0,000000
126840	9,740000	9,860000	0,000000
126848	9,750000	9,860000	0,000000
126854	9,750000	9,850000	0,000000
126861	9,730000	9,830000	0,000000
126868	9,730000	9,820000	0,000000
126874	9,740000	9,840000	0,000000
126881	9,730000	9,840000	0,000000
126888	9,730000	9,860000	0,000000
126896	9,730000	9,840000	0,000000
126902	9,730000	9,820000	0,000000
126909	9,760000	9,830000	0,000000
126916	9,760000	9,850000	0,000000
126922	9,750000	9,810000	0,000000
126929	9,750000	9,830000	0,000000
126937	9,750000	9,820000	0,000000
126944	9,700000	9,770000	0,000000
126950	9,740000	9,850000	0,000000
126957	9,760000	9,830000	0,000000
126964	9,760000	9,850000	0,000000
126970	9,690000	9,840000	0,000000
126978	9,700000	9,840000	0,000000
126985	9,730000	9,850000	0,000000
126992	9,750000	9,850000	0,000000
126998	9,770000	9,800000	0,000000
127005	9,730000	9,810000	0,000000
127012	9,700000	9,840000	0,000000
127019	9,710000	9,860000	0,000000
127026	9,770000	9,830000	0,000000
127033	9,740000	9,820000	0,000000
127039	9,740000	9,800000	0,000000
127046	9,770000	9,800000	0,000000
127053	9,710000	9,820000	0,000000
127060	9,750000	9,800000	0,000000
127067	9,710000	9,840000	0,000000
127074	9,720000	9,810000	0,000000
127081	9,720000	9,800000	0,000000
127087	9,720000	9,870000	0,000000
127094	9,730000	9,820000	0,000000
127101	9,740000	9,810000	0,000000
127109	9,700000	9,800000	0,000000
127115	9,750000	9,820000	0,000000
127122	9,710000	9,820000	0,000000
127129	9,740000	9,810000	0,000000
127135	9,740000	9,820000	0,000000
127142	9,760000	9,810000	0,000000
127150	9,750000	9,830000	0,000000
127157	9,730000	9,820000	0,000000
127163	9,740000	9,820000	0,000000
127170	9,740000	9,850000	0,000000
127177	9,740000	9,840000	0,000000
127183	9,730000	9,810000	0,000000
127191	9,750000	9,830000	0,000000
127198	9,740000	9,840000	0,000000
127204	9,750000	9,820000	0,000000
127211	9,730000	9,800000	0,000000
127218	9,750000	9,790000	0,000000
127225	9,750000	9,830000	0,000000
127232	9,730000	9,850000	0,000000
127239	9,760000	9,830000	0,000000
127246	9,720000	9,820000	0,000000
127252	9,780000	9,830000	0,000000
127259	9,760000	9,850000	0,000000
127266	9,760000	9,830000	0,000000
127273	9,720000	9,790000	0,000000
127280	9,710000	9,780000	0,000000
127287	9,750000	9,840000	0,000000
127294	9,720000	9,860000	0,000000
127300	9,710000	9,840000	0,000000
127307	9,740000	9,820000	0,000000
127314	9,750000	9,810000	0,000000
127322	9,780000	9,820000	0,000000
127328	9,740000	9,810000	0,000000
127335	9,710000	9,830000	0,000000
127342	9,720000	9,840000	0,000000
127348	9,720000	9,840000	0,000000
127355	9,720000	9,850000	0,000000
127363	9,720000	9,850000	0,000000
127369	9,760000	9,840000	0,000000
127376	9,780000	9,860000	0,000000
127383	9,760000	9,840000	0,000000
127390	9,740000	9,780000	0,000000
127396	9,740000	9,830000	0,000000
127404	9,750000	9,820000	0,000000
127411	9,740000	9,830000	0,000000
127417	9,740000	9,800000	0,000000
127424	9,740000	9,800000	0,000000
127431	9,770000	9,810000	0,000000
127438	9,760000	9,860000	0,000000
127444	9,760000	9,820000	0,000000
127452	9,750000	9,840000	0,000000
127459	9,750000	9,800000	0,000000
127465	9,740000	9,810000	0,000000
127472	9,710000	9,810000	0,000000
127479	9,750000	9,860000	0,000000
127486	9,750000	9,810000	0,000000
127493	9,720000	9,870000	0,000000
127500	9,730000	9,810000	0,000000
127507	9,750000	9,790000	0,000000
127513	9,760000	9,800000	0,000000
127520	9,760000	9,790000	0,000000
127527	9,730000	9,830000	0,000000
127534	9,730000	9,850000	0,000000
127541	9,740000	9,820000	0,000000
127548	9,740000	9,840000	0,000000
127555	9,740000	9,850000	0,000000
127561	9,710000	9,830000	0,000000
127568	9,730000	9,840000	0,000000
127576	9,730000	9,820000	0,000000
127582	9,700000	9,790000	0,000000
127589	9,760000	9,820000	0,000000
127596	9,760000	9,810000	0,000000
127603	9,730000	9,850000	0,000000
127609	9,730000	9,860000	0,000000
127617	9,740000	9,840000	0,000000
127624	9,730000	9,820000	0,000000
127630	9,700000	9,840000	0,000000
127637	9,740000	9,850000	0,000000
127644	9,750000	9,870000	0,000000
127651	9,750000	9,820000	0,000000
127657	9,720000	9,840000	0,000000
127665	9,740000	9,810000	0,000000
127672	9,720000	9,830000	0,000000
127678	9,740000	9,840000	0,000000
127685	9,740000	9,820000	0,000000
127692	9,740000	9,820000	0,000000
127698	9,740000	9,820000	0,000000
127706	9,730000	9,810000	0,000000
127713	9,730000	9,820000	0,000000
127720	9,730000	9,840000	0,000000
127726	9,750000	9,830000	0,000000
127733	9,720000	9,850000	0,000000
127740	9,740000	9,860000	0,000000
127747	9,740000	9,790000	0,000000
127754	9,740000	9,810000	0,000000
127761	9,740000	9,860000	0,000000
127768	9,740000	9,870000	0,000000
127774	9,720000	9,850000	0,000000
127781	9,760000	9,860000	0,000000
127789	9,750000	9,800000	0,000000
127795	9,740000	9,810000	0,000000
127802	9,720000	9,830000	0,000000
127809	9,750000	9,840000	0,000000
127816	9,760000	9,860000	0,000000
127822	9,740000	9,870000	0,000000
127830	9,750000	9,820000	0,000000
127837	9,700000	9,820000	0,000000
127843	9,740000	9,840000	0,000000
127850	9,770000	9,870000	0,000000
127857	9,770000	9,840000	0,000000
127863	9,770000	9,810000	0,000000
127870	9,760000	9,800000	0,000000
127878	9,760000	9,860000	0,000000
127885	9,750000	9,840000	0,000000
127891	9,740000	9,830000	0,000000
127898	9,720000	9,850000	0,000000
127905	9,740000	9,840000	0,000000
127911	9,740000	9,830000	0,000000
127919	9,740000	9,810000	0,000000
127926	9,730000	9,810000	0,000000
127933	9,730000	9,860000	0,000000
127939	9,760000	9,840000	0,000000
127946	9,750000	9,840000	0,000000
127953	9,720000	9,850000	0,000000
127960	9,760000	9,840000	0,000000
127967	9,720000	9,820000	0,000000
127974	9,750000	9,870000	0,000000
127981	9,740000	9,850000	0,000000
127987	9,740000	9,830000	0,000000
127994	9,740000	9,820000	0,000000
128002	9,750000	9,850000	0,000000
128008	9,740000	9,830000	0,000000
128015	9,740000	9,820000	0,000000
128022	9,760000	9,810000	0,000000
128028	9,750000	9,800000	0,000000
128035	9,730000	9,830000	0,000000
128043	9,750000	9,850000	0,000000
128050	9,780000	9,870000	0,000000
128056	9,740000	9,840000	0,000000
128063	9,720000	9,810000	0,000000
128070	9,750000	9,850000	0,000000
128076	9,710000	9,820000	0,000000
128083	9,700000	9,830000	0,000000
128091	9,730000	9,840000	0,000000
128098	9,760000	9,800000	0,000000
128104	9,740000	9,860000	0,000000
128111	9,740000	9,840000	0,000000
128118	9,710000	9,820000	0,000000
128124	9,710000	9,830000	0,000000
128132	9,720000	9,860000	0,000000
128139	9,740000	9,840000	0,000000
128146	9,740000	9,820000	0,000000
128152	9,750000	9,810000	0,000000
128159	9,750000	9,840000	0,000000
128166	9,760000	9,860000	0,000000
128173	9,750000	9,810000	0,000000
128180	9,740000	9,830000	0,000000
128187	9,740000	9,860000	0,000000
128194	9,710000	9,840000	0,000000
128200	9,720000	9,840000	0,000000
128207	9,740000	9,850000	0,000000
128215	9,740000	9,830000	0,000000
128221	9,740000	9,820000	0,000000
128228	9,720000	9,850000	0,000000
128235	9,750000	9,880000	0,000000
128241	9,750000	9,840000	0,000000
128248	9,720000	9,850000	0,000000
128256	9,700000	9,850000	0,000000
128263	9,700000	9,820000	0,000000
128269	9,730000	9,820000	0,000000
128276	9,790000	9,840000	0,000000
128283	9,750000	9,820000	0,000000
128289	9,750000	9,870000	0,000000
128296	9,740000	9,840000	0,000000
128304	9,740000	9,820000	0,000000
128311	9,720000	9,830000	0,000000
128317	9,750000	9,820000	0,000000
128324	9,720000	9,830000	0,000000
128331	9,740000	9,810000	0,000000
128337	9,740000	9,870000	0,000000
128345	9,740000	9,850000	0,000000
128352	9,750000	9,840000	0,000000
128359	9,730000	9,840000	0,000000
128365	9,740000	9,800000	0,000000
128372	9,720000	9,790000	0,000000
128379	9,750000	9,820000	0,000000
128386	9,740000	9,840000	0,000000
128393	9,720000	9,820000	0,000000
128400	9,720000	9,800000	0,000000
128407	9,740000	9,850000	0,000000
128413	9,740000	9,820000	0,000000
128420	9,770000	9,840000	0,000000
128428	9,740000	9,830000	0,000000
128434	9,750000	9,810000	0,000000
128441	9,750000	9,830000	0,000000
128448	9,720000	9,810000	0,000000
128455	9,750000	9,850000	0,000000
128461	9,740000	9,830000	0,000000
128468	9,750000	9,850000	0,000000
128476	9,720000	9,830000	0,000000
128482	9,750000	9,830000	0,000000
128489	9,760000	9,830000	0,000000
128496	9,720000	9,870000	0,000000
128503	9,730000	9,850000	0,000000
128509	9,730000	9,830000	0,000000
128517	9,710000	9,790000	0,000000
128524	9,710000	9,810000	0,000000
128530	9,740000	9,800000	0,000000
128537	9,730000	9,800000	0,000000
128544	9,720000	9,820000	0,000000
128550	9,740000	9,830000	0,000000
128558	9,740000	9,820000	0,000000
128565	9,740000	9,840000	0,000000
128572	9,720000	9,860000	0,000000
128578	9,760000	9,830000	0,000000
128585	9,730000	9,830000	0,000000
128592	9,710000	9,810000	0,000000
128599	9,730000	9,860000	0,000000
128606	9,730000	9,820000	0,000000
128613	9,730000	9,840000	0,000000
128620	9,710000	9,840000	0,000000
128626	9,730000	9,820000	0,000000
128633	9,770000	9,810000	0,000000
128641	9,750000	9,800000	0,000000
128647	9,710000	9,850000	0,000000
128654	9,720000	9,830000	0,000000
128661	9,760000	9,860000	0,000000
128668	9,740000	9,830000	0,000000
128674	9,720000	9,810000	0,000000
128681	9,720000	9,830000	0,000000
128689	9,720000	9,850000	0,000000
128695	9,730000	9,820000	0,000000
128702	9,730000	9,850000	0,000000
128709	9,730000	9,830000	0,000000
128716	9,730000	9,860000	0,000000
128722	9,740000	9,860000	0,000000
128730	9,740000	9,840000	0,000000
128737	9,730000	9,850000	0,000000
128743	9,750000	9,870000	0,000000
128750	9,750000	9,850000	0,000000
128757	9,730000	9,830000	0,000000
128763	9,750000	9,820000	0,000000
128771	9,730000	9,840000	0,000000
128778	9,750000	9,860000	0,000000
128785	9,720000	9,830000	0,000000
128791	9,760000	9,860000	0,000000
128798	9,740000	9,850000	0,000000
128805	9,740000	9,860000	0,000000
128812	9,760000	9,850000	0,000000
128819	9,710000	9,830000	0,000000
128826	9,740000	9,840000	0,000000
128833	9,700000	9,850000	0,000000
128839	9,730000	9,830000	0,000000
128846	9,760000	9,780000	0,000000
128854	9,770000	9,820000	0,000000
128860	9,740000	9,810000	0,000000
128867	9,720000	9,800000	0,000000
128874	9,710000	9,820000	0,000000
128881	9,740000	9,860000	0,000000
128887	9,720000	9,820000	0,000000
128894	9,720000	9,840000	0,000000
128902	9,740000	9,840000	0,000000
128908	9,720000	9,850000	0,000000
128915	9,740000	9,830000	0,000000
128922	9,740000	9,810000	0,000000
128929	9,740000	9,810000	0,000000
128935	9,750000	9,820000	0,000000
128943	9,720000	9,790000	0,000000
128950	9,720000	9,800000	0,000000
128956	9,730000	9,830000	0,000000
128963	9,760000	9,790000	0,000000
128970	9,760000	9,810000	0,000000
128976	9,760000	9,830000	0,000000
128984	9,760000	9,810000	0,000000
128991	9,740000	9,830000	0,000000
128998	9,740000	9,880000	0,000000
129004	9,740000	9,860000	0,000000
129011	9,740000	9,830000	0,000000
129018	9,730000	9,840000	0,000000
129025	9,750000	9,850000	0,000000
129032	9,770000	9,840000	0,000000
129039	9,710000	9,820000	0,000000
129046	9,760000	9,810000	0,000000
129052	9,730000	9,820000	0,000000
129059	9,760000	9,830000	0,000000
129067	9,760000	9,860000	0,000000
129073	9,780000	9,850000	0,000000
129080	9,740000	9,830000	0,000000
129087	9,730000	9,810000	0,000000
129094	9,700000	9,830000	0,000000
129100	9,740000	9,810000	0,000000
129107	9,730000	9,820000	0,000000
129115	9,760000	9,820000	0,000000
129121	9,730000	9,810000	0,000000
129128	9,710000	9,860000	0,000000
129135	9,740000	9,820000	0,000000
129141	9,740000	9,830000	0,000000
129148	9,760000	9,850000	0,000000
129156	9,740000	9,860000	0,000000
129163	9,760000	9,850000	0,000000
129169	9,730000	9,830000	0,000000
129176	9,760000	9,850000	0,000000
129183	9,750000	9,860000	0,000000
129189	9,750000	9,820000	0,000000
129197	9,750000	9,830000	0,000000
129204	9,730000	9,850000	0,000000
129211	9,710000	9,820000	0,000000
129217	9,740000	9,800000	0,000000
129224	9,750000	9,860000	0,000000
129231	9,720000	9,830000	0,000000
129238	9,730000	9,830000	0,000000
129245	9,760000	9,830000	0,000000
129252	9,760000	9,860000	0,000000
129259	9,740000	9,810000	0,000000
129265	9,740000	9,830000	0,000000
129272	9,760000	9,820000	0,000000
129280	9,750000	9,830000	0,000000
129286	9,720000	9,850000	0,000000
129293	9,710000	9,870000	0,000000
129300	9,730000	9,840000	0,000000
129307	9,730000	9,860000	0,000000
129313	9,740000	9,870000	0,000000
129320	9,740000	9,840000	0,000000
129328	9,710000	9,860000	0,000000
129334	9,700000	9,830000	0,000000
129341	9,730000	9,850000	0,000000
129348	9,760000	9,830000	0,000000
129354	9,730000	9,870000	0,000000
129361	9,720000	9,830000	0,000000
129369	9,720000	9,850000	0,000000
129376	9,760000	9,840000	0,000000
129382	9,770000	9,860000	0,000000
129389	9,750000	9,820000	0,000000
129396	9,760000	9,830000	0,000000
129402	9,720000	9,870000	0,000000
129410	9,760000	9,850000	0,000000
129417	9,750000	9,850000	0,000000
129424	9,750000	9,850000	0,000000
129430	9,710000	9,860000	0,000000
129437	9,780000	9,810000	0,000000
